subject_cui,subject_name,subject_semtype,predicate,object_cui,object_name,object_semtype,first_year,first_pmid,citation_pmid,first_issn,first_sentence_id,Questions
C0035696,"RNA, Messenger",bacs,PART_OF,C0030956,Peptides,aapp,2010,19902272,19902272,,18650248,"In a biomedical context, what is the relationship between RNA, Messenger and proteins via PART_OF?"
C0035711,Transfer RNA,bacs,PART_OF,C0020114,Human,humn,2010,19966801,19966801,,952189,"In a biomedical context, what is the relationship between Transfer RNA and patients or groups via PART_OF?"
C0038838,Superoxide Dismutase,aapp,PART_OF,C0023884,Liver,bpoc,2010,18979218,18979218,,121339848,"In a biomedical context, what is the relationship between Superoxide Dismutase and tissues or organs via PART_OF?"
C0040300,Body tissue,tisu,PART_OF,C0032098,Plants,plnt,2010,19997065,19997065,,18697552,"In a biomedical context, what is the relationship between Body tissue and medical entities via PART_OF?"
C0040648,TRANSCRIPTION FACTOR,bacs,PART_OF,C0206588,"Receptors, Nuclear",aapp,2010,19997066,19997066,,18698430,"In a biomedical context, what is the relationship between TRANSCRIPTION FACTOR and proteins via PART_OF?"
C0054504|6279,Calgranulin A|S100A8,aapp,PART_OF,C0079488,Helicobacter pylori,bact,2010,19966800,19966800,,949168,"In a biomedical context, what is the relationship between Calgranulin A|S100A8 and bacterias via PART_OF?"
C0055363,Chloride Channels,aapp,PART_OF,C0699040,Cell surface,celc,2010,19966789,19966789,,942947,"In a biomedical context, what is the relationship between Chloride Channels and medical entities via PART_OF?"
C0061031,"gamma-butyrobetaine,2-oxoglutarate dioxygenase",gngm,PART_OF,C0205054,Hepatic,blor,2010,27721360,27721360,,1265928,"In a biomedical context, what is the relationship between gamma-butyrobetaine,2-oxoglutarate dioxygenase and medical entities via PART_OF?"
C0068355,NADPH Oxidase,aapp,PART_OF,C0007603,Cell membrane,celc,2010,19902325,19902325,,18691231,"In a biomedical context, what is the relationship between NADPH Oxidase and medical entities via PART_OF?"
C0077189,trimethyllysine,gngm,PART_OF,C0205054,Hepatic,blor,2010,27721360,27721360,,1265928,"In a biomedical context, what is the relationship between trimethyllysine and medical entities via PART_OF?"
C0089793,1-Phosphatidylinositol 4-Kinase,aapp,PART_OF,C1167250,lipid raft,celc,2010,19997063,19997063,,18694122,"In a biomedical context, what is the relationship between 1-Phosphatidylinositol 4-Kinase and medical entities via PART_OF?"
C0175173,Neocortex,bpoc,PART_OF,C0034693,Rattus norvegicus,mamm,2010,19902318,19902318,,18681835,"In a biomedical context, what is the relationship between Neocortex and species via PART_OF?"
C0225369,Chondrocytes,cell,PART_OF,C0018283,Epiphysial cartilage,tisu,2010,19902272,19902272,,18650894,"In a biomedical context, what is the relationship between Chondrocytes and tissues or organs via PART_OF?"
C0225828,"Myocytes, Cardiac",cell,PART_OF,C0021289,"Infant, Newborn",humn,2010,19997048,19997048,,18674731,"In a biomedical context, what is the relationship between Myocytes, Cardiac and patients or groups via PART_OF?"
C0230388,Index finger,bpoc,PART_OF,C0679646,Participant,humn,2010,19997038,19997038,,18665702,"In a biomedical context, what is the relationship between Index finger and patients or groups via PART_OF?"
C0242643,P-Glycoprotein,aapp,PART_OF,C0021853,Intestines,bpoc,2010,27721357,27721357,,1260035,"In a biomedical context, what is the relationship between P-Glycoprotein and tissues or organs via PART_OF?"
C0285890,alpha-Synuclein,aapp,PART_OF,C0085200,Lewy Bodies,celc,2010,18986737,18986737,,121379758,"In a biomedical context, what is the relationship between alpha-Synuclein and medical entities via PART_OF?"
C0506947,Segment of aorta,bpoc,PART_OF,C0034693,Rattus norvegicus,mamm,2010,19997045,19997045,,18669657,"In a biomedical context, what is the relationship between Segment of aorta and species via PART_OF?"
C0525410|1244,multidrug resistance-associated protein 2|ABCC2,bacs,PART_OF,C0596902,Membrane Transport Proteins,aapp,2010,27721358,27721358,,1261886,"In a biomedical context, what is the relationship between multidrug resistance-associated protein 2|ABCC2 and proteins via PART_OF?"
C0596508,Embryonic Stem Cell,cell,PART_OF,C0025914,House mice,mamm,2010,19966808,19966808,,956382,"In a biomedical context, what is the relationship between Embryonic Stem Cell and species via PART_OF?"
C0671771,pregnane X receptor,aapp,PART_OF,C0206588,"Receptors, Nuclear",aapp,2010,19997066,19997066,,18698430,"In a biomedical context, what is the relationship between pregnane X receptor and proteins via PART_OF?"
C0682566,Sarcoplasm,celc,PART_OF,C0225828,"Myocytes, Cardiac",cell,2010,18977019,18977019,,121327151,"In a biomedical context, what is the relationship between Sarcoplasm and cell types via PART_OF?"
C0682972,G-Protein-Coupled Receptors,aapp,PART_OF,C1181031,Apical ramus of trunk of posterior segmental artery,bpoc,2010,19997047,19997047,,18672419,"In a biomedical context, what is the relationship between G-Protein-Coupled Receptors and tissues or organs via PART_OF?"
C0751984,Monomeric GTP-Binding Proteins,aapp,PART_OF,C0015576,Family,humn,2010,18977250,18977250,,121328785,"In a biomedical context, what is the relationship between Monomeric GTP-Binding Proteins and patients or groups via PART_OF?"
C1136170,Virulence Factors,bacs,PART_OF,C0038411,Streptococcus pyogenes,bact,2010,19997045,19997045,,18669190,"In a biomedical context, what is the relationship between Virulence Factors and bacterias via PART_OF?"
C1184919,Thoracic kyphosis,bpoc,PART_OF,C0030705,Patients,humn,2010,19902276,19902276,,18653765,"In a biomedical context, what is the relationship between Thoracic kyphosis and patients or groups via PART_OF?"
C1266915,Entire condyle,bpoc,PART_OF,C0015811,Femur,bpoc,2010,19902334,19902334,,18697686,"In a biomedical context, what is the relationship between Entire condyle and tissues or organs via PART_OF?"
C1269578,Entire substantia nigra,bpoc,PART_OF,C0034693,Rattus norvegicus,mamm,2010,18986737,18986737,,121379760,"In a biomedical context, what is the relationship between Entire substantia nigra and species via PART_OF?"
C1334043,Homologous Gene,gngm,PART_OF,C0013139,Drosophila melanogaster,invt,2010,19966839,19966839,,974404,"In a biomedical context, what is the relationship between Homologous Gene and medical entities via PART_OF?"
C1334043,Homologous Gene,gngm,PART_OF,C0458359,Premotor area,blor,2010,18977524,18977524,,121331022,"In a biomedical context, what is the relationship between Homologous Gene and medical entities via PART_OF?"
C1335132,Organic Cation Transporter,bacs,PART_OF,C0007258,Carnitine,aapp,2010,27721360,27721360,,1265928,"In a biomedical context, what is the relationship between Organic Cation Transporter and proteins via PART_OF?"
C1517186,Filament,celc,PART_OF,C0007634,Cells,cell,2010,19966815,19966815,,964220,"In a biomedical context, what is the relationship between Filament and cell types via PART_OF?"
C1517186,Filament,celc,PART_OF,C1047211,Cyanobacterium,bact,2010,19966815,19966815,,964443,"In a biomedical context, what is the relationship between Filament and bacterias via PART_OF?"
C1518997,Peripheral Blood Lymphocyte,cell,PART_OF,C0030705,Patients,humn,2010,19902326,19902326,,18692619,"In a biomedical context, what is the relationship between Peripheral Blood Lymphocyte and patients or groups via PART_OF?"
C1518997,Peripheral Blood Lymphocyte,cell,PART_OF,C0043210,Woman,humn,2010,19902326,19902326,,18692619,"In a biomedical context, what is the relationship between Peripheral Blood Lymphocyte and patients or groups via PART_OF?"
C0005558,Biopsy,diap,PRECEDES,C0011900,Diagnosis,hlca,2010,19935058,19935058,,18697410,"In a biomedical context, what is the relationship between Biopsy and medical entities via PRECEDES?"
C0013216,Pharmacotherapy,topp,PRECEDES,C0348025,Open approach,topp,2010,27755792,27755792,,16901974,"In a biomedical context, what is the relationship between Pharmacotherapy and medical entities via PRECEDES?"
C0031154,Peritonitis,dsyn,PRECEDES,C0340515,Myocardial dysfunction,patf,2010,19997049,19997049,,18676591,"In a biomedical context, what is the relationship between Peritonitis and pathologic functions via PRECEDES?"
C0035273,Resuscitation,topp,PRECEDES,C0074554,Simvastatin,orch,2010,19997050,19997050,,18679190,"In a biomedical context, what is the relationship between Resuscitation and chemicals via PRECEDES?"
C0035273,Resuscitation,topp,PRECEDES,C0087111,Therapeutic procedure,topp,2010,19997050,19997050,,18679190,"In a biomedical context, what is the relationship between Resuscitation and medical entities via PRECEDES?"
C0087111,Therapeutic procedure,topp,PRECEDES,C0031139,Peritoneal Dialysis,topp,2010,19902268,19902268,,18647047,"In a biomedical context, what is the relationship between Therapeutic procedure and medical entities via PRECEDES?"
C0192818,Operation on cecum,topp,PRECEDES,C1535502,Bronchoalveolar Lavage,diap,2010,19997046,19997046,,18671436,"In a biomedical context, what is the relationship between Operation on cecum and medical entities via PRECEDES?"
C0242966,Sepsis Syndrome,dsyn,PRECEDES,C0036983,Septic Shock,patf,2010,25302436,25302436,,18691017,"In a biomedical context, what is the relationship between Sepsis Syndrome and pathologic functions via PRECEDES?"
C0456103,Sepsis of the newborn,dsyn,PRECEDES,C0036983,Septic Shock,patf,2010,25302436,25302436,,18691017,"In a biomedical context, what is the relationship between Sepsis of the newborn and pathologic functions via PRECEDES?"
C0001948,Alcohol consumption,inbe,PREDISPOSES,C0006142,Malignant neoplasm of breast,neop,2010,19902326,19902326,,18692125,"In a biomedical context, what is the relationship between Alcohol consumption and diseases or conditions via PREDISPOSES?"
C0009498,Complement System Proteins,aapp,PREDISPOSES,C0848280,"Rupture, intracranial",patf,2010,19997064,19997064,,18695243,"In a biomedical context, what is the relationship between Complement System Proteins and pathologic functions via PREDISPOSES?"
C0028754,Obesity,dsyn,PREDISPOSES,C0003469,Anxiety Disorders,mobd,2010,19997072,19997072,,18705345,"In a biomedical context, what is the relationship between Obesity and diseases or conditions via PREDISPOSES?"
C0028756,"Obesity, Morbid",dsyn,PREDISPOSES,C0028754,Obesity,dsyn,2010,19966786,19966786,,937072,"In a biomedical context, what is the relationship between Obesity, Morbid and diseases or conditions via PREDISPOSES?"
C0031516,Pheromone,bacs,PREDISPOSES,C0001807,Aggressive behavior,mobd,2010,19966787,19966787,,939009,"In a biomedical context, what is the relationship between Pheromone and diseases or conditions via PREDISPOSES?"
C0036980,"Shock, Cardiogenic",patf,PREDISPOSES,C0917798,Cerebral Ischemia,dsyn,2010,25302440,25302440,,18695487,"In a biomedical context, what is the relationship between Shock, Cardiogenic and diseases or conditions via PREDISPOSES?"
C0242973,Ventricular Dysfunction,patf,PREDISPOSES,C0917798,Cerebral Ischemia,dsyn,2010,25302440,25302440,,18695487,"In a biomedical context, what is the relationship between Ventricular Dysfunction and diseases or conditions via PREDISPOSES?"
C0368889,Chlamydia pneumoniae antibody,aapp,PREDISPOSES,C0242379,Malignant neoplasm of lung,neop,2010,27755800,27755800,,16904460,"In a biomedical context, what is the relationship between Chlamydia pneumoniae antibody and diseases or conditions via PREDISPOSES?"
C0876973,Infectious disease of lung,dsyn,PREDISPOSES,C0242379,Malignant neoplasm of lung,neop,2010,27755800,27755800,,16904935,"In a biomedical context, what is the relationship between Infectious disease of lung and diseases or conditions via PREDISPOSES?"
C0021102,Implants,medd,PREVENTS,C0854403,Implant infection,patf,2010,19902334,19902334,,18698506,Which pathologic functions does Implants help to prevent?
C0036557,Sedatives,phsu,PREVENTS,C0011206,Delirium,mobd,2010,25302435,25302435,,18690715,Which diseases or conditions does Sedatives help to prevent?
C0087111,Therapeutic procedure,topp,PREVENTS,C0012634,Disease,dsyn,2010,19966850,19966850,,980368,Which diseases or conditions does Therapeutic procedure help to prevent?
C0087111,Therapeutic procedure,topp,PREVENTS,C0016059,Fibrosis,patf,2010,19902320,19902320,,18684780,Which pathologic functions does Therapeutic procedure help to prevent?
C1293130,Stabilization,topp,PREVENTS,C0022116,Ischemia,dsyn,2010,25302440,25302440,,18695806,Which diseases or conditions does Stabilization help to prevent?
C1293130,Stabilization,topp,PREVENTS,C0265110,Cerebral Vasospasm,dsyn,2010,25302440,25302440,,18695806,Which diseases or conditions does Stabilization help to prevent?
C1328053|4846,NOS3 gene|NOS3,aapp,PREVENTS,C0021368,Inflammation,patf,2010,19997049,19997049,,18675339,Which pathologic functions does NOS3 gene|NOS3 help to prevent?
C1328053|4846,NOS3 gene|NOS3,aapp,PREVENTS,C0340515,Myocardial dysfunction,patf,2010,19997049,19997049,,18675339,Which pathologic functions does NOS3 gene|NOS3 help to prevent?
C1335831|6502,SKP2 gene|SKP2,aapp,PREVENTS,C1326912,Tumorigenesis,neop,2010,19966802,19966802,,950887,Which diseases or conditions does SKP2 gene|SKP2 help to prevent?
C0001811,Aging,orgf,PROCESS_OF,C0034693,Rattus norvegicus,mamm,2010,18986737,18986737,,121379756,"In a biomedical context, what is the relationship between Aging and species via PROCESS_OF?"
C0001811,Aging,orgf,PROCESS_OF,C1257890,Population Group,humn,2010,27741677,27741677,,11480729,"In a biomedical context, what is the relationship between Aging and patients or groups via PROCESS_OF?"
C0002395,Alzheimer's Disease,dsyn,PROCESS_OF,C0030705,Patients,humn,2010,18963255,18963255,,121239811,"In a biomedical context, what is the relationship between Alzheimer's Disease and patients or groups via PROCESS_OF?"
C0003469,Anxiety Disorders,mobd,PROCESS_OF,C0683971,General Population,humn,2010,19997072,19997072,,18705460,"In a biomedical context, what is the relationship between Anxiety Disorders and patients or groups via PROCESS_OF?"
C0003469,Anxiety Disorders,mobd,PROCESS_OF,C1257890,Population Group,humn,2010,19997072,19997072,,18704936,"In a biomedical context, what is the relationship between Anxiety Disorders and patients or groups via PROCESS_OF?"
C0003864,Arthritis,dsyn,PROCESS_OF,C0237401,Individual,humn,2010,27732543,27732543,,7498068,"In a biomedical context, what is the relationship between Arthritis and patients or groups via PROCESS_OF?"
C0004096,Asthma,dsyn,PROCESS_OF,C0027361,Persons,humn,2010,27744795,27744795,,12872870,"In a biomedical context, what is the relationship between Asthma and patients or groups via PROCESS_OF?"
C0004096,Asthma,dsyn,PROCESS_OF,C0238703,athlete,humn,2010,18977173,18977173,,121328207,"In a biomedical context, what is the relationship between Asthma and patients or groups via PROCESS_OF?"
C0004448,Awareness,menp,PROCESS_OF,C0027361,Persons,humn,2010,27744844,27744844,,12878937,"In a biomedical context, what is the relationship between Awareness and patients or groups via PROCESS_OF?"
C0004775,Bartter Disease,dsyn,PROCESS_OF,C0030705,Patients,humn,2010,19902272,19902272,,18649742,"In a biomedical context, what is the relationship between Bartter Disease and patients or groups via PROCESS_OF?"
